CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB00035,7,20,2,1,1,-0.067,2,1,0,0.0,11,0,6.01,577,3,6,0.86,261,0.31,0,5,4216,0.38,316,38,0.45,0,0.39,27616,0,0,0
CAB00036,23,25,2,1,2,-0.001,8,4,0,0.18,14,1,3.5,303,3,23,0.04,276,0.38,0,4,6178,0.68,334,11,0.12,0,0.32,10200,0,1,1
CAB00037,2,25,6,0,2,-0.02,0,2,0,0.0,7,0,1.88,737,2,21,0.03,328,0.15,0,1,8705,0.0,5,24,0.18,0,0.87,32463,0,1,0
CAB00038,1,20,15,1,0,-0.037,1,1,2,0.29,10,2,1.34,684,3,11,0.01,143,0.0,0,6,2388,0.07,98,38,0.77,1,0.82,2367,0,1,0
CAB00039,21,25,4,0,0,-0.069,8,5,0,0.39,7,1,7.4,320,2,19,0.53,136,0.76,5,3,8151,1.0,107,32,0.9,0,0.52,28117,3,1,2
CAB00040,18,25,4,1,1,-0.036,6,3,1,0.43,10,2,3.97,484,2,21,0.18,293,0.9,5,0,1482,0.63,49,35,0.26,0,0.87,30344,5,1,1
CAB00041,10,20,8,1,0,-0.001,4,2,2,0.14,5,1,5.22,201,1,7,0.19,130,0.11,0,5,2735,0.16,196,22,0.52,0,0.65,41747,1,0,0
CAB00042,17,30,6,1,1,-0.017,5,0,1,0.55,7,1,3.11,747,4,6,0.94,331,0.59,2,3,5576,0.56,231,10,0.61,0,0.23,19792,0,0,1
CAB00043,23,20,0,1,2,-0.033,9,0,4,0.9,5,0,1.81,693,3,7,0.4,25,0.3,1,5,9429,0.77,163,11,0.15,0,0.17,12138,5,1,2
CAB00044,2,25,14,1,0,-0.038,1,1,0,0.24,7,2,7.13,546,5,11,0.69,252,0.25,0,8,2179,0.43,267,27,0.06,0,0.3,10074,1,0,0
CAB00045,8,30,6,1,0,-0.026,4,6,3,0.36,11,2,4.68,625,3,8,0.86,112,0.24,2,4,3355,0.14,65,22,0.01,0,0.27,30300,3,0,1
CAB00046,9,25,5,1,0,-0.061,3,1,0,0.34,17,2,1.27,331,0,21,0.96,277,0.45,3,0,8788,0.55,344,22,0.15,1,0.8,25034,2,0,1
CAB00047,20,30,6,0,2,-0.018,5,8,2,0.74,10,0,7.83,562,5,23,0.89,122,0.43,5,8,3461,0.81,11,19,0.34,1,0.93,12435,1,1,2
CAB00048,12,30,17,0,0,-0.081,2,5,2,0.41,13,1,7.89,633,6,7,0.99,104,0.37,3,9,4727,0.14,118,28,0.15,0,0.81,26860,2,0,1
CAB00049,11,25,4,1,1,-0.1,3,9,0,0.08,9,1,6.88,111,1,10,0.41,359,0.38,1,9,2013,0.34,70,33,0.5,0,0.59,2828,0,0,0
CAB00050,4,20,12,1,0,-0.036,1,1,2,0.07,20,1,4.93,635,5,19,1.0,118,0.2,2,1,1830,0.01,192,28,0.44,0,0.22,20194,0,0,0
CAB00051,4,25,14,0,2,-0.099,3,4,0,0.41,15,1,7.86,718,4,24,0.66,36,0.55,3,8,1685,0.24,261,13,0.13,0,0.61,38051,1,0,1
CAB00052,30,20,0,0,2,-0.054,12,5,1,0.88,15,0,1.46,327,0,7,0.73,305,0.47,1,8,5260,0.82,127,24,0.02,0,0.98,29228,3,1,2
CAB00053,29,20,0,1,0,-0.067,14,0,0,0.53,17,1,7.86,672,5,11,0.87,154,0.47,2,2,2854,0.43,66,19,0.46,0,0.5,44039,2,2,2
CAB00054,15,20,4,0,1,-0.01,6,0,0,0.3,14,1,3.74,326,0,20,0.86,259,0.55,3,3,4525,0.58,74,17,0.29,1,0.79,20206,3,2,1
CAB00055,1,25,22,1,0,-0.018,4,0,1,0.28,21,1,4.54,115,1,9,0.97,265,0.26,0,0,4864,0.13,102,35,0.43,0,0.82,25217,0,0,0
CAB00056,19,30,8,0,1,-0.069,7,4,2,0.45,6,0,3.94,645,5,7,0.69,303,0.38,2,8,6779,0.85,272,11,0.33,0,0.23,22447,0,0,1
CAB00057,21,25,3,1,0,-0.077,12,3,2,0.66,17,1,1.13,523,2,18,0.6,227,0.24,3,8,7816,1.0,327,23,0.73,0,0.47,48192,3,2,2
CAB00058,9,20,3,1,1,-0.066,3,0,3,0.47,23,0,3.0,367,4,18,0.77,361,0.3,0,6,2447,0.58,201,38,0.03,1,0.32,45619,0,1,1
CAB00059,22,25,2,1,0,-0.056,10,8,1,0.34,13,2,1.02,672,1,5,0.34,341,0.25,1,0,2159,0.58,241,12,0.2,0,0.04,38755,1,1,1
CAB00060,22,30,8,1,0,-0.033,8,7,1,0.71,12,1,3.95,431,3,19,0.75,258,0.65,3,7,4808,0.56,158,22,0.83,0,0.4,25306,3,1,2
CAB00061,2,30,12,1,1,-0.092,3,1,1,0.28,12,0,4.71,486,2,15,0.43,99,0.0,0,8,8446,0.1,321,32,0.58,0,0.82,8461,0,0,0
CAB00062,6,30,11,1,2,-0.049,3,2,0,0.66,14,0,5.21,711,5,22,0.49,344,0.32,1,5,2054,0.0,126,20,0.31,0,0.69,19284,1,0,0
CAB00063,4,20,13,1,2,-0.082,0,4,0,0.0,17,2,6.29,344,2,6,0.26,51,0.27,4,5,5916,0.09,126,29,0.03,1,0.83,47633,2,0,0
CAB00064,12,20,6,1,2,-0.049,6,5,0,0.4,15,1,4.99,264,1,16,0.97,147,0.44,1,4,2207,0.63,91,30,0.6,0,0.28,1557,1,1,1
CAB00065,23,25,1,0,0,-0.096,12,0,2,0.2,7,0,5.48,246,1,12,0.29,135,0.66,2,2,8537,0.6,323,31,0.53,0,0.68,37976,2,1,2
CAB00066,5,30,4,0,0,-0.033,3,1,1,0.29,5,2,1.54,483,1,6,0.07,13,0.22,1,6,8913,0.0,290,22,0.96,0,0.24,16717,0,0,0
CAB00067,3,30,13,1,1,-0.037,2,2,1,0.39,14,0,3.5,412,1,18,0.88,248,0.31,2,6,7919,0.31,148,27,0.24,1,0.27,29278,2,0,0
CAB00068,12,25,8,0,0,-0.03,2,1,0,0.21,13,2,4.27,489,2,5,0.93,217,0.27,0,7,7091,0.11,162,21,0.57,1,0.68,44408,1,0,0
CAB00069,23,20,0,0,0,-0.018,9,8,0,0.44,13,0,4.33,595,2,15,0.37,313,0.72,3,7,2461,0.66,100,22,0.75,0,0.58,45283,2,2,2
CAB00070,12,20,4,1,1,-0.034,3,8,0,0.3,16,2,7.74,287,3,16,0.0,43,0.36,2,6,5025,0.26,175,39,0.37,0,0.22,21093,1,0,1
CAB00071,4,30,8,1,2,-0.085,1,2,1,0.25,11,2,3.12,294,3,14,0.32,339,0.2,2,9,8659,0.07,312,29,0.54,1,0.62,12704,0,0,0
CAB00072,28,25,0,0,0,-0.002,13,8,2,0.63,16,1,5.83,104,1,15,0.67,209,0.57,2,5,2116,0.88,122,30,0.96,0,0.48,1492,3,1,2
CAB00073,11,25,11,1,0,-0.062,3,5,1,0.33,13,2,1.09,489,0,9,0.01,101,0.27,1,5,7236,0.33,8,39,0.72,0,0.5,13424,2,0,0
CAB00074,11,20,9,1,1,-0.049,4,3,1,0.6,14,0,3.02,346,2,17,0.97,343,0.13,0,3,1692,0.71,117,39,0.92,1,0.36,16417,1,1,1
CAB00075,9,20,0,0,1,-0.072,6,6,1,0.2,16,0,7.26,426,7,7,0.52,181,0.54,0,1,4607,0.06,324,35,0.94,0,0.35,20459,0,2,1
CAB00076,30,25,0,0,0,-0.052,9,7,1,0.57,20,2,2.58,184,0,13,0.27,10,0.63,4,9,4273,0.6,25,25,0.82,0,0.02,31881,5,2,2
CAB00077,25,20,0,0,1,-0.022,10,6,3,0.74,6,1,4.23,100,0,8,0.38,339,0.45,0,0,8106,0.86,73,22,0.21,0,0.48,20555,1,2,2
CAB00078,26,25,0,1,0,-0.039,10,0,1,0.65,4,1,7.77,438,3,9,0.73,334,0.68,4,4,1139,0.9,328,16,0.31,1,0.62,20552,4,0,2
CAB00079,18,25,2,1,0,-0.054,10,9,1,0.49,6,2,2.26,617,3,13,0.09,108,0.06,0,6,2518,0.8,71,36,0.61,0,0.95,17346,3,0,1
CAB00080,2,20,1,1,2,-0.016,3,2,0,0.34,13,1,5.18,512,1,5,0.22,73,0.65,2,3,1816,0.05,248,31,0.63,0,0.54,1082,0,0,0
CAB00081,16,25,9,1,2,-0.039,6,7,0,0.25,14,1,2.6,142,1,15,0.46,318,0.21,0,4,3346,0.53,151,24,0.74,0,0.25,48399,0,0,0
CAB00082,30,30,0,1,1,-0.07,18,2,2,0.8,10,0,5.32,702,4,15,0.6,205,0.26,1,4,8697,1.0,137,27,0.79,0,0.82,41597,3,1,2
CAB00083,11,25,3,1,2,-0.05,3,4,0,0.52,12,1,6.51,120,3,13,0.08,109,0.37,1,9,3854,0.54,61,35,0.83,1,0.23,24408,3,0,1
CAB00084,5,25,16,1,2,-0.065,0,5,0,0.0,22,1,3.07,338,1,15,0.73,122,0.0,0,5,5384,0.2,45,26,0.74,1,0.35,5733,0,0,0
CAB00085,9,20,10,1,2,-0.058,4,0,0,0.25,20,1,4.0,118,1,11,0.77,103,0.12,0,7,7160,0.45,141,31,0.58,0,0.21,16810,2,1,0
CAB00086,17,30,10,0,2,-0.096,9,8,3,0.85,6,2,4.72,512,4,24,1.0,123,0.65,2,1,7476,0.69,22,15,0.39,0,0.8,3382,1,1,2
CAB00087,3,25,7,0,2,-0.034,2,2,0,0.04,9,0,3.65,161,1,16,0.74,71,0.02,0,6,4792,0.17,48,34,0.58,0,0.01,25255,0,0,0
CAB00088,26,30,2,0,1,-0.047,11,9,2,0.66,6,1,3.9,366,1,21,0.27,294,0.28,0,9,5886,0.74,94,39,0.91,0,0.66,32455,1,1,2
CAB00089,3,25,0,1,0,-0.08,1,2,1,0.13,11,2,2.85,536,3,20,0.32,56,0.2,0,4,3875,0.0,28,17,0.03,0,0.04,34457,0,1,0
CAB00090,29,25,0,0,1,-0.007,12,0,1,0.73,17,1,7.73,558,6,24,0.57,343,0.8,1,2,4521,1.0,207,20,0.01,1,0.71,40850,2,0,2
CAB00091,23,25,2,0,0,-0.009,12,1,2,0.78,16,0,3.54,793,3,12,0.8,222,0.66,2,0,9566,1.0,64,16,0.6,0,0.17,22259,4,0,2
CAB00092,2,25,5,1,1,-0.021,1,0,3,0.49,10,1,3.96,739,6,14,0.94,11,0.42,1,6,6750,0.11,179,29,0.22,0,0.4,36903,1,2,1
CAB00093,2,25,17,1,1,-0.049,2,2,0,0.12,17,2,6.59,209,1,9,0.48,266,0.0,0,7,8542,0.0,13,13,0.21,1,0.71,4373,0,0,0
CAB00094,12,20,6,0,0,-0.034,2,8,0,0.0,6,1,2.34,188,0,16,0.48,211,0.47,2,1,1844,0.34,167,22,0.99,1,0.74,1446,0,0,0
CAB00095,16,25,3,0,0,-0.062,13,2,1,0.61,20,1,2.53,336,2,14,0.79,276,0.62,2,4,4558,1.0,256,36,0.34,1,0.59,16916,3,0,2
CAB00096,4,25,14,0,0,-0.02,5,4,0,0.0,14,1,4.26,572,6,13,0.84,1,0.17,2,3,8069,0.61,337,17,0.23,0,0.55,32027,0,1,1
CAB00097,16,20,3,0,0,-0.065,6,0,0,0.47,20,2,2.48,605,3,9,0.88,68,0.33,1,5,2051,0.8,139,33,0.03,1,0.85,12382,2,1,1
CAB00098,4,30,19,1,0,-0.071,3,2,2,0.36,6,1,6.95,309,5,12,0.58,323,0.21,1,9,2096,0.14,142,22,0.45,0,0.75,33703,0,0,0
CAB00099,27,20,0,0,2,-0.018,10,1,1,0.77,11,2,7.27,570,3,8,0.58,149,0.66,4,4,3672,0.92,294,38,0.49,0,0.05,42430,2,0,2
CAB00100,3,25,9,0,0,-0.057,1,0,0,0.12,18,1,4.25,155,0,13,0.03,186,0.0,0,6,2625,0.2,59,25,0.78,0,0.79,31663,0,1,0
CAB00101,23,20,0,0,0,-0.003,10,9,0,0.26,20,0,2.09,265,0,10,0.16,242,0.63,2,9,8982,0.69,310,38,0.38,0,0.48,12795,2,2,2
CAB00102,14,30,6,1,2,-0.016,6,7,2,0.69,10,2,5.28,244,4,15,0.26,45,0.03,0,1,1757,0.65,324,17,0.16,1,0.32,4854,0,0,1
CAB00103,7,25,15,0,1,-0.027,4,4,2,0.28,8,1,1.06,733,0,8,0.32,337,0.18,1,9,4722,0.24,271,17,0.55,0,0.71,41031,1,1,0
CAB00104,24,30,5,0,1,-0.017,7,2,2,0.44,16,2,7.21,168,1,7,0.23,85,0.36,0,2,9307,0.59,25,19,0.9,0,0.34,43761,1,0,1
CAB00105,23,20,0,1,1,-0.027,4,9,2,0.53,18,2,7.63,463,4,17,0.87,293,1.0,3,5,7543,0.81,12,22,0.83,1,0.33,2094,1,2,2
CAB00106,14,25,9,0,0,-0.06,3,1,1,0.26,23,2,1.4,129,0,13,0.55,50,0.05,0,2,7382,0.46,221,13,0.89,1,0.79,42107,0,0,0
CAB00107,30,25,0,1,1,-0.091,11,9,1,0.69,14,0,6.56,483,8,8,0.1,296,1.0,1,4,7761,0.95,88,10,0.13,0,0.79,31313,3,1,2
CAB00108,3,25,9,0,0,-0.022,0,3,0,0.0,22,1,4.25,397,2,20,0.03,60,0.26,1,8,9713,0.0,41,25,0.34,0,0.08,4809,1,0,0
CAB00109,27,25,0,0,1,-0.033,13,6,2,0.89,17,0,4.5,721,3,18,0.73,337,0.32,1,4,6874,1.0,206,25,0.99,0,0.59,35782,3,0,2
CAB00110,7,20,11,0,0,-0.086,4,2,0,0.22,14,2,1.0,386,0,12,0.09,212,0.0,0,1,5932,0.33,190,32,0.82,1,0.39,16960,2,1,0
CAB00111,15,30,10,0,1,-0.018,7,2,2,0.66,9,1,5.67,463,7,18,0.05,42,0.83,2,6,7578,0.42,298,35,0.11,0,0.59,13254,2,0,1
CAB00112,11,20,5,1,1,-0.065,4,6,0,0.13,16,2,4.26,765,10,21,0.11,238,0.35,1,2,8008,0.41,215,22,0.12,0,0.51,37386,1,0,1
CAB00113,14,30,5,1,2,-0.041,6,9,2,0.24,21,0,2.84,595,2,24,0.08,283,0.24,0,2,1919,0.26,132,20,0.7,0,0.8,48025,0,0,0
CAB00114,16,25,3,0,0,-0.056,4,3,0,0.02,14,2,6.48,792,8,16,0.75,186,0.54,3,1,3306,0.23,29,10,0.57,0,0.19,49849,1,0,1
CAB00115,18,20,1,0,1,-0.016,1,6,0,0.0,23,2,5.24,319,0,23,0.88,8,0.35,3,2,6515,0.22,330,36,0.67,0,0.4,17972,1,0,1
CAB00116,4,20,2,0,2,-0.086,1,4,0,0.22,16,2,1.34,114,0,10,0.68,25,0.0,0,8,9611,0.42,266,20,0.59,0,0.36,15506,0,2,0
CAB00117,14,20,2,1,2,-0.013,4,8,3,0.61,16,0,1.69,422,3,7,0.32,26,0.0,0,1,2784,0.48,148,31,0.62,0,0.65,22650,1,0,1
CAB00118,1,25,22,1,2,-0.012,0,1,0,0.0,11,0,3.6,639,2,16,0.73,214,0.0,0,2,5539,0.09,168,25,0.68,0,0.99,3887,0,0,0
CAB00119,25,25,0,1,2,-0.056,13,1,1,0.81,23,0,5.03,324,1,12,0.61,77,0.31,0,4,3156,0.87,303,17,0.25,0,0.41,3580,0,1,2
CAB00120,22,25,0,1,0,-0.082,5,2,0,0.43,5,2,2.22,454,0,23,0.26,42,0.2,0,2,5818,0.48,1,13,0.28,0,0.61,8349,0,1,1
CAB00121,18,25,4,0,1,-0.007,6,8,1,0.32,10,2,5.23,615,4,11,0.31,312,0.9,7,4,8675,0.22,256,18,0.14,0,0.76,48411,1,0,1
CAB00122,21,30,9,0,0,-0.031,10,4,3,0.67,9,0,2.63,566,5,14,0.76,6,0.27,2,0,3220,0.89,305,34,0.9,0,0.86,32898,1,1,2
CAB00123,30,25,0,0,1,-0.016,7,2,4,0.73,4,1,2.24,288,0,16,0.19,123,0.46,4,0,2754,0.87,59,16,0.13,1,0.22,10158,4,0,2
CAB00124,4,25,16,0,0,-0.048,3,3,1,0.15,10,0,6.08,762,4,19,0.36,349,0.2,1,0,7924,0.31,361,11,0.78,0,0.98,47525,0,0,0
CAB00125,23,25,0,0,1,-0.025,12,3,0,0.53,9,1,4.59,581,4,5,0.72,105,0.7,2,1,8450,0.48,363,13,0.51,0,0.37,35335,5,1,2
CAB00126,16,20,1,1,0,-0.094,6,9,1,0.67,6,1,4.74,170,2,19,0.18,319,0.44,2,7,1240,0.28,334,18,0.01,0,0.14,10599,0,1,1
CAB00127,30,25,0,0,1,-0.031,6,7,0,0.28,13,1,1.86,667,1,18,0.45,96,0.81,2,1,7957,0.59,26,25,0.12,1,0.95,22709,1,3,1
CAB00128,29,25,0,1,1,-0.067,12,9,3,0.48,17,1,1.61,144,0,22,0.92,105,0.63,2,8,7726,1.0,130,32,0.83,0,0.89,27655,4,1,2
CAB00129,7,25,1,1,0,-0.061,1,1,0,0.05,16,1,4.95,155,1,9,0.36,117,0.44,1,9,1992,0.32,130,13,0.52,0,0.85,28160,0,0,0
CAB00130,24,25,1,0,0,-0.07,11,3,1,0.58,15,0,7.42,181,1,5,0.91,273,1.0,2,0,7481,0.87,155,24,0.22,1,0.83,48553,0,2,2
CAB00131,24,25,0,0,2,-0.076,5,5,3,0.67,20,1,5.72,541,5,6,0.02,87,0.58,1,1,8067,0.46,212,12,0.97,1,0.43,43919,4,1,2
CAB00132,16,25,3,1,2,-0.069,8,3,1,0.42,17,1,6.71,472,5,10,0.86,35,0.57,1,9,5500,0.69,69,32,0.79,0,0.75,28914,0,0,1
CAB00133,12,20,6,1,1,-0.008,5,3,0,0.27,10,0,5.08,118,2,22,0.07,20,0.46,3,5,8124,0.19,139,37,0.52,0,0.81,19667,1,0,1
CAB00134,1,30,5,1,0,-0.042,1,0,0,0.0,14,2,5.36,393,1,24,0.38,234,0.22,1,9,3330,0.14,289,36,0.78,1,0.26,18400,0,0,0
CAB00135,2,25,7,1,2,-0.009,2,2,0,0.38,8,1,7.03,501,2,6,0.06,18,0.13,4,6,4381,0.16,296,34,0.29,0,0.17,22271,0,0,0
CAB00136,30,20,0,0,0,-0.053,12,1,0,0.72,16,0,1.07,381,1,9,1.0,341,0.35,1,5,7154,1.0,308,22,0.27,0,0.7,44964,4,1,2
CAB00137,27,30,0,0,2,-0.026,10,4,1,0.77,8,0,3.23,399,3,14,0.03,143,0.65,2,6,2223,0.92,226,22,0.45,0,0.92,23834,1,1,2
CAB00138,19,20,1,1,1,-0.069,11,3,1,0.72,14,1,3.1,612,1,19,0.37,168,0.25,2,7,4815,0.82,49,39,0.66,0,0.66,42950,2,0,2
CAB00139,23,30,3,1,0,-0.018,9,7,2,0.64,13,1,6.09,143,0,16,0.08,34,0.58,0,3,9210,1.0,156,25,0.51,0,0.47,16366,3,0,2
CAB00140,9,20,4,1,1,-0.066,2,0,0,0.13,19,1,2.97,184,1,10,0.91,71,0.16,1,0,4875,0.0,147,13,0.56,0,0.48,12529,0,0,0
CAB00141,23,20,0,1,1,-0.031,11,3,2,0.5,20,0,3.22,208,1,19,0.53,62,0.27,0,9,1314,1.0,87,18,0.01,1,0.54,26616,1,0,2
CAB00142,7,30,21,0,2,-0.074,2,3,0,0.0,10,1,6.92,384,5,21,0.75,10,0.61,1,2,2099,0.03,335,37,0.24,0,0.71,20156,0,0,0
CAB00143,18,30,10,1,1,-0.002,9,2,2,0.63,7,2,7.71,488,6,6,0.44,108,0.41,1,5,7523,0.66,88,34,0.35,0,0.97,48761,1,0,1
CAB00144,30,20,0,0,2,-0.086,5,9,1,0.75,9,2,2.95,517,1,13,0.22,211,0.48,1,0,6171,0.97,74,28,0.07,0,0.21,27569,3,0,2
CAB00145,3,30,24,0,1,-0.015,0,3,0,0.0,16,0,1.64,240,0,16,0.73,84,0.0,0,9,3581,0.26,355,26,0.7,0,0.3,9418,0,0,0
CAB00146,25,25,0,1,0,-0.096,8,4,3,0.68,11,0,4.63,216,2,24,0.11,252,0.11,0,6,6210,0.76,20,34,0.05,0,0.62,20073,1,1,2
CAB00147,17,25,5,1,2,-0.021,7,5,1,0.58,23,2,5.1,709,6,23,0.44,3,0.28,0,8,8743,0.66,128,16,0.14,0,0.28,38500,3,1,1
CAB00148,1,30,10,0,0,-0.011,1,0,1,0.22,19,2,2.79,380,2,20,0.6,47,0.36,4,9,5366,0.18,164,31,0.93,0,0.66,10472,3,1,0
