CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB00011,21,30,6,0,1,-0.03572341585734249,5,5,0,0.113,5,2,3.264,698,4,12,0.0,238,0.0,4,0,1664,1.0,66,23,1.0,0,0.203,36053,2,0,1
CAB00012,25,20,0,1,0,0.05145477322185671,10,-6,7,0.0,6,1,5.374,800,8,21,0.391,256,0.0,4,6,2763,1.0,176,30,1.0,0,0.759,50000,2,1,1
CAB00013,7,30,9,1,2,0.0411865958486857,11,6,7,0.0,6,1,8.0,800,10,15,0.655,1,0.0,3,2,2821,1.0,1,10,0.87,1,0.701,19531,3,0,2
CAB00014,23,25,2,1,0,0.02249060896109833,0,-4,1,0.0,8,2,6.154,800,8,7,0.0,97,0.0,5,4,2544,0.844,160,31,0.757,0,0.692,50000,2,0,0
CAB00015,30,30,0,0,1,0.03238154232964087,5,3,16,0.586,10,2,8.0,238,10,9,0.939,1,0.299,2,3,2476,0.843,1,29,0.992,1,0.573,50000,0,0,0
CAB00016,2,25,10,1,0,-0.02891246659016313,8,-3,13,0.204,6,2,5.308,800,9,20,0.0,98,0.0,4,5,1349,1.0,1,18,0.619,0,0.607,50000,0,1,1
CAB00017,12,30,10,0,0,-0.05635725567429693,10,-4,10,0.696,8,2,5.584,800,6,15,0.816,1,0.001,2,2,10000,0.817,1,28,0.99,1,0.985,50000,3,0,2
CAB00018,1,25,7,1,1,-0.04481192994304305,6,4,3,0.0,3,2,8.0,800,2,5,0.097,228,0.0,3,0,5918,0.095,170,11,1.0,0,0.551,43190,1,0,0
CAB00019,17,20,3,0,1,-0.05733244297344944,8,-6,3,0.694,8,1,7.288,508,7,13,0.19,1,0.079,2,2,5186,0.0,43,24,1.0,1,0.338,35149,4,0,1
CAB00020,8,25,3,1,2,-0.02254552274177162,12,4,6,0.416,10,1,7.383,771,8,25,0.0,122,0.0,4,1,4758,0.289,1,30,0.975,1,0.309,45533,0,0,2
CAB00021,21,30,3,1,1,-0.025245407542183594,8,-5,9,0.0,18,2,4.772,800,4,17,0.0,81,0.0,5,3,1000,0.0,1,30,1.0,0,0.93,29432,3,0,0
CAB00022,11,25,13,0,1,-0.03196677095702433,7,2,5,0.276,4,2,7.346,669,8,13,0.0,1,0.37,3,2,2288,0.0,1,31,1.0,1,0.914,40035,2,0,1
CAB00023,15,25,10,0,0,-0.031413903669626736,11,-3,3,0.272,16,1,8.0,800,8,25,0.134,1,0.476,5,0,1000,0.898,59,40,1.0,1,0.412,50000,0,1,0
CAB00024,21,20,0,1,1,0.00976218109293293,9,-4,18,0.099,6,1,2.956,800,8,18,0.0,1,0.075,6,6,5505,1.0,43,39,0.756,1,1.0,50000,1,0,2
CAB00025,7,30,12,0,0,-0.06229729993714388,7,2,3,0.02,4,2,5.867,800,4,25,0.125,292,0.847,4,4,4464,0.566,1,29,1.0,0,0.914,25512,0,0,2
CAB00026,18,25,7,1,1,0.02342025091467424,7,-1,14,0.55,3,1,6.232,787,8,17,0.0,66,0.163,5,3,1201,0.215,106,40,1.0,0,0.868,12560,3,0,2
CAB00027,1,30,15,1,0,-0.04672722943300714,11,3,19,0.0,1,2,6.811,800,10,24,0.597,1,0.029,4,0,5296,1.0,1,31,1.0,0,0.844,41580,7,0,2
CAB00028,17,30,10,0,0,0.04294033133438975,9,-1,6,0.117,11,2,4.947,800,13,22,0.535,1,0.014,3,2,6870,0.666,1,35,1.0,1,0.746,38469,0,0,1
CAB00029,19,25,6,1,1,-0.0704900133780341,2,8,5,0.687,14,0,6.294,800,8,24,0.066,1,0.358,3,2,1974,0.813,52,27,0.879,1,0.646,50000,2,0,0
CAB00030,4,25,2,0,0,-0.047057744139068006,8,3,1,0.345,6,2,2.246,792,2,6,0.141,235,0.253,4,7,1000,0.666,17,25,0.892,0,0.429,24604,2,1,2
CAB00031,23,30,7,0,1,-0.06644964204809711,6,2,10,0.763,4,1,8.0,791,5,12,0.0,151,0.738,4,2,4532,0.478,6,34,0.328,0,0.907,42003,1,1,2
CAB00032,1,25,15,1,0,-0.0014614191712764325,12,6,13,0.848,7,0,8.0,800,8,6,0.494,1,0.023,0,8,5251,0.452,197,37,0.967,1,0.502,36296,4,1,2
CAB00033,17,30,13,1,0,-0.060964494584469675,10,-3,11,0.296,3,1,8.0,800,5,15,0.0,140,0.074,6,6,1000,1.0,1,36,0.462,1,0.888,29427,0,0,2
CAB00034,30,30,0,1,0,-0.07188473517530186,6,-5,4,0.0,5,1,7.708,800,0,13,0.379,71,0.0,5,4,2173,1.0,1,26,0.797,0,0.63,50000,0,0,1
CAB00035,17,20,3,1,1,-0.03220863674708346,7,1,11,0.0,3,2,8.0,800,8,25,0.272,270,0.0,5,5,3034,1.0,1,25,0.115,0,0.408,27917,1,0,2
CAB00036,4,30,14,0,1,-0.07670766349825464,11,-3,20,0.687,5,1,7.433,800,11,7,0.39,211,0.684,1,0,2609,0.982,96,38,1.0,1,0.467,22531,2,0,1
CAB00037,6,30,14,0,1,0.03701954802052246,0,6,0,0.264,7,1,5.05,756,9,5,0.189,35,0.27,5,0,2936,1.0,1,19,0.916,0,0.655,49047,0,0,2
CAB00038,8,30,10,0,2,-0.0274051024185041,6,1,6,0.311,5,2,7.975,800,10,19,0.343,64,0.0,6,5,1991,0.0,1,30,0.579,1,0.682,42569,2,0,0
CAB00039,13,20,7,1,1,0.04927668410717624,8,1,16,0.0,5,2,2.097,800,4,17,0.179,1,0.002,6,3,6386,0.709,1,18,0.988,1,1.0,12998,4,0,1
CAB00040,11,30,12,1,1,0.05708620236410637,5,1,0,0.0,7,2,8.0,562,9,22,0.102,1,0.334,5,0,5617,1.0,190,30,0.748,0,0.814,33907,3,0,0
CAB00041,24,25,1,0,1,-0.07629142238469075,8,-3,15,0.0,10,1,8.0,537,10,25,0.14,1,0.149,3,1,1000,1.0,109,30,0.47,0,0.594,50000,1,0,2
CAB00042,9,25,0,1,2,-0.05549385395787559,5,10,4,0.225,2,1,1.775,669,3,5,0.42,1,0.225,0,1,10000,1.0,85,32,0.816,0,0.332,40064,2,1,0
CAB00043,23,25,2,1,1,0.04850400203610217,8,1,10,0.0,24,1,3.804,800,7,21,0.381,1,0.128,6,3,4165,1.0,112,38,1.0,0,0.912,50000,1,0,0
CAB00044,10,30,11,0,2,-0.03484912825163213,12,2,13,0.101,9,2,4.818,586,5,17,0.09,41,0.557,4,6,3702,0.872,1,36,0.811,1,1.0,13494,2,0,2
CAB00045,6,25,12,0,1,-0.055947223213047056,0,-5,10,1.0,20,0,8.0,800,8,16,0.765,64,0.0,3,2,1000,0.65,141,31,1.0,1,0.009,50000,1,0,0
CAB00046,30,30,0,1,0,0.015607724380327256,9,5,9,0.678,26,1,5.533,559,4,6,0.0,325,0.039,5,9,2253,0.0,1,39,0.933,1,0.636,50000,0,1,1
CAB00047,24,25,0,0,0,0.02961073231551743,11,6,5,0.328,8,2,3.496,619,3,16,0.0,355,0.448,5,2,1000,0.229,1,33,1.0,0,0.611,21557,1,0,2
CAB00048,1,30,11,0,2,-0.06525881789766456,12,7,11,0.134,1,1,8.0,800,8,22,0.0,277,0.003,4,0,4094,1.0,254,40,1.0,1,0.459,35731,3,0,1
CAB00049,22,30,6,1,1,-0.059431054350004016,10,0,15,0.346,6,0,8.0,800,10,22,0.22,358,0.346,2,2,7865,0.91,81,31,1.0,0,0.065,50000,2,1,0
CAB00050,21,25,4,0,0,-0.04640493270747652,6,4,5,0.361,5,1,6.152,791,12,9,0.0,83,0.317,4,3,4997,0.734,137,36,1.0,1,0.592,27576,1,1,0
CAB00051,23,20,0,1,2,-0.058250045252221085,8,4,13,0.0,3,1,8.0,800,10,21,0.518,188,0.0,4,3,3356,1.0,127,39,1.0,0,1.0,50000,1,1,2
CAB00052,19,25,4,0,2,-0.057980001452700054,8,6,16,0.395,2,1,8.0,565,11,25,0.416,365,0.629,4,0,3833,0.994,300,37,0.955,1,0.393,33545,1,0,2
CAB00053,21,25,0,1,1,-0.04461523721565555,10,0,10,0.351,8,0,8.0,743,1,9,0.0,347,0.423,5,1,2835,1.0,20,32,0.758,0,0.997,22160,2,0,2
CAB00054,1,30,5,0,0,-0.0003355472817990583,9,5,10,1.0,9,2,2.784,800,9,25,0.428,1,0.0,2,8,10000,0.441,1,23,0.929,0,0.355,15634,2,0,0
CAB00055,12,25,13,0,0,0.040701162155037454,11,-2,17,1.0,4,2,7.94,565,9,25,0.389,3,0.233,3,5,6418,1.0,244,33,1.0,0,0.187,18665,0,0,2
CAB00056,23,20,0,1,2,0.01975595242497066,5,1,5,0.159,7,1,3.548,800,7,23,0.0,98,0.146,3,0,2701,0.987,113,34,0.308,0,0.0,17912,0,0,0
CAB00057,14,20,2,0,0,-0.0357610075223672,6,3,20,0.536,10,1,2.833,800,8,14,0.0,1,0.045,6,1,1000,0.405,1,29,0.822,1,0.719,50000,1,1,1
CAB00058,12,30,10,0,1,0.011574322284685221,8,-3,18,0.738,4,1,5.485,591,9,20,0.311,1,0.5,5,0,10000,1.0,1,22,1.0,1,0.731,50000,0,0,1
CAB00059,3,25,13,1,1,-0.06637537604612731,7,5,6,0.731,13,0,4.531,800,1,17,0.128,1,0.0,5,9,6256,1.0,1,22,0.38,1,0.442,50000,3,0,0
CAB00060,11,30,11,0,0,-0.03418953778551764,2,-1,19,0.686,3,2,3.086,800,4,5,0.725,1,0.192,4,7,2005,0.535,1,15,1.0,0,1.0,50000,4,0,2
CAB00061,2,25,7,1,1,0.006425580278802214,6,4,7,0.824,21,0,8.0,737,3,23,0.0,1,0.0,4,5,2436,0.416,317,39,0.309,1,0.228,38347,1,0,2
CAB00062,10,30,12,1,1,-0.04034333108242458,6,3,20,0.451,4,1,6.505,597,9,17,0.0,1,0.288,5,1,3381,0.332,1,17,0.903,0,0.752,50000,0,1,1
CAB00063,9,25,5,1,1,-0.04836791886812056,6,-2,8,0.34,7,1,7.171,689,5,5,0.348,1,0.0,2,4,7312,0.981,215,10,1.0,0,0.0,50000,5,0,0
CAB00064,23,25,2,1,0,-0.002296005575034555,11,-2,5,0.0,11,0,3.992,800,6,12,0.566,1,0.0,3,1,6594,1.0,1,33,0.26,1,0.516,42589,2,0,2
CAB00065,1,25,9,0,0,-0.059668748486797506,7,6,14,0.0,4,2,7.43,460,11,24,0.222,362,0.019,3,6,6204,0.974,114,18,1.0,0,0.345,34324,4,1,0
CAB00066,21,30,9,0,0,0.005082856711730841,11,6,17,0.115,3,2,7.676,800,9,22,0.058,54,0.689,4,3,3993,0.399,98,21,1.0,0,0.95,23659,2,0,1
CAB00067,1,30,15,1,1,-0.05025059265561381,10,5,10,0.185,1,2,3.798,800,9,19,0.641,1,0.272,6,2,4003,1.0,1,14,1.0,0,0.954,38590,0,1,0
CAB00068,26,30,4,0,0,-0.03959951750767741,7,-4,5,0.23,5,1,4.213,484,7,18,0.431,200,0.474,3,0,1597,0.303,108,15,1.0,0,0.376,15314,0,0,2
CAB00069,30,30,0,0,1,-0.07643213971268936,7,-5,10,0.558,9,1,2.48,800,11,25,0.0,347,0.255,4,11,1000,0.744,110,33,0.898,0,0.52,37610,1,1,0
CAB00070,23,30,7,1,1,-0.07925927090822883,12,2,3,0.115,24,1,1.311,800,10,17,0.0,39,0.542,3,0,1371,1.0,1,23,0.354,1,0.168,50000,0,0,1
CAB00071,16,25,3,0,2,-0.0429709168401172,6,-3,7,0.435,5,1,5.444,758,11,17,0.639,1,0.0,3,5,2480,1.0,60,27,1.0,0,1.0,49633,1,0,2
CAB00072,27,20,0,0,0,-0.025637368809209485,9,3,0,0.302,4,1,4.931,800,0,14,0.0,365,0.37,5,4,1000,0.255,157,40,0.638,0,0.661,45472,0,0,1
CAB00073,30,30,0,1,1,0.01925906020264161,5,3,15,0.0,14,1,7.801,536,6,5,0.14,365,0.022,5,11,5328,1.0,16,36,0.453,0,0.877,50000,0,0,1
CAB00074,30,30,0,1,1,-0.04820625648186488,0,6,5,0.0,10,2,4.13,710,10,24,0.395,1,0.864,5,0,4385,1.0,52,24,0.903,1,0.769,50000,2,0,1
CAB00075,30,25,0,0,0,0.027577606073000378,10,-2,20,0.0,0,0,8.0,678,6,12,0.0,316,0.0,5,4,1000,0.141,1,29,0.632,1,0.378,35661,4,0,2
CAB00076,1,30,14,1,2,-0.051941207121862884,8,4,9,0.517,6,1,6.294,682,6,22,0.185,146,0.0,2,4,10000,1.0,1,29,1.0,1,1.0,38542,2,1,0
CAB00077,1,25,1,0,1,-0.047159322535376906,6,5,11,0.335,1,1,5.844,703,9,13,0.613,1,0.156,4,1,2239,0.85,1,37,1.0,0,0.411,31180,3,0,1
CAB00078,4,30,10,0,0,-0.029272020583956955,10,5,8,0.0,10,2,8.0,430,7,17,0.514,1,0.0,4,0,4282,0.627,82,17,1.0,0,0.638,50000,1,0,2
CAB00079,24,25,0,0,2,-0.05987516369270726,7,4,7,0.736,14,1,7.494,800,3,12,0.501,26,0.666,4,7,3001,1.0,1,18,0.0,1,0.947,50000,0,1,0
CAB00080,11,30,8,1,1,-0.029240906536883743,12,-6,19,0.62,18,2,2.549,800,6,22,0.617,1,0.0,3,9,4839,0.535,1,32,1.0,0,0.812,37011,4,0,0
CAB00081,18,25,7,1,2,-0.033087324329918184,12,2,2,0.0,24,1,7.366,706,11,20,0.152,83,0.0,5,4,3476,1.0,1,34,1.0,1,0.398,28701,0,0,0
CAB00082,1,30,9,0,0,-0.04136946586379234,9,6,11,0.806,5,2,7.747,800,10,25,0.602,13,0.457,6,10,2969,0.936,1,10,0.924,1,1.0,42539,1,0,0
CAB00083,19,30,7,0,1,-0.03021101195838735,5,-1,4,0.443,23,1,6.588,785,7,9,0.0,56,0.0,1,0,1000,1.0,33,30,0.197,0,0.055,50000,5,0,1
CAB00084,18,30,10,1,0,-0.062385655219060684,3,4,16,0.154,5,1,7.163,713,5,16,0.0,75,0.156,6,10,1000,0.492,80,32,0.969,1,0.299,41430,1,1,1
CAB00085,30,30,0,0,2,-0.02952460273635569,8,2,8,0.097,18,1,5.049,781,4,19,0.07,83,0.0,4,5,1000,0.678,1,29,0.968,0,0.737,35737,4,0,0
CAB00086,23,30,2,1,0,-0.07970701254842734,7,-3,1,0.542,17,2,2.79,800,1,13,0.302,155,0.181,4,5,1945,0.109,1,10,0.474,0,0.201,50000,0,0,2
CAB00087,22,30,8,1,0,-0.08023579722658253,11,4,16,1.0,24,1,7.529,232,7,5,0.299,1,0.0,3,0,5042,1.0,1,31,0.713,0,1.0,50000,2,1,2
CAB00088,30,30,0,0,1,0.04756410787308961,10,2,18,0.301,3,2,8.0,710,10,25,0.0,64,0.0,6,4,4506,0.776,50,34,0.773,0,0.543,4934,1,0,2
CAB00089,24,30,2,1,1,-0.051876195541255755,7,0,13,0.263,4,1,7.755,800,4,16,0.28,93,0.25,1,0,1000,0.923,38,10,0.996,0,0.0,33601,3,0,1
CAB00090,5,30,14,1,1,0.03245742311920362,9,10,6,0.425,5,1,1.0,611,10,18,0.447,362,0.0,3,3,2221,0.962,1,21,0.185,1,0.0,25579,0,0,0
CAB00091,6,25,9,1,0,-0.07308824003742322,7,2,9,0.847,0,1,7.681,690,13,21,0.372,1,0.233,5,5,1000,0.231,220,10,1.0,1,1.0,44734,4,1,0
CAB00092,1,25,2,0,0,-0.046764912231278974,5,5,10,0.154,1,2,6.608,800,11,10,0.081,114,0.449,6,9,8969,0.271,290,10,0.759,1,0.969,50000,5,1,0
CAB00093,13,25,11,1,0,-0.050634812024322684,4,4,15,0.0,2,1,5.926,388,10,22,0.0,365,0.36,5,4,3152,0.847,107,33,0.78,1,1.0,22076,1,1,2
CAB00094,7,30,9,1,1,-0.0480383906394891,7,7,5,0.292,5,2,6.086,800,10,15,0.0,143,0.394,5,1,8364,0.966,91,27,1.0,1,0.16,30301,0,0,1
CAB00095,13,30,9,1,2,0.05426122530681504,5,3,17,0.314,3,1,4.611,800,3,11,0.491,1,0.0,5,5,1451,0.282,77,25,0.903,0,0.5,22000,3,0,0
CAB00096,9,20,11,0,2,0.051306657674960426,12,1,4,0.137,24,2,7.474,800,3,25,0.372,1,0.241,5,2,1000,0.773,1,32,1.0,0,0.401,26234,2,0,0
CAB00097,7,30,10,0,2,0.0014833535093089004,2,-6,10,0.108,16,1,8.0,689,0,5,0.51,317,0.294,3,0,1000,0.808,1,34,1.0,1,0.684,40853,1,0,2
CAB00098,11,20,9,0,1,0.041389594408775085,2,-2,7,0.224,6,1,8.0,800,11,6,0.432,92,0.016,5,9,1000,0.258,1,38,1.0,0,0.869,5475,0,1,1
CAB00099,12,20,8,1,0,-0.05890388393137885,10,4,10,0.686,2,1,6.821,800,14,16,0.0,1,0.764,2,4,1000,0.039,70,10,1.0,0,1.0,47022,3,0,0
CAB00100,1,30,4,0,0,-0.08208834094010624,7,6,11,0.13,14,1,8.0,800,7,20,0.752,277,0.164,4,1,10000,1.0,140,16,0.956,1,0.674,41871,1,0,0
CAB00101,15,25,10,1,2,-0.03127117301633966,7,-2,5,0.317,5,2,8.0,674,12,25,0.262,67,0.173,3,4,1000,1.0,15,38,0.946,0,0.974,50000,2,0,0
CAB00102,21,25,4,1,0,-0.06185881951333086,5,10,13,0.103,2,1,8.0,800,4,25,0.951,32,0.369,5,0,8286,0.311,365,14,0.48,1,0.71,50000,5,1,2
CAB00103,10,30,13,1,2,-0.05158404693990504,5,5,12,0.158,0,1,5.805,800,11,5,0.0,130,0.0,0,2,2972,0.785,156,40,0.767,1,0.54,44836,4,0,0
CAB00104,12,30,7,0,2,-0.009076334970387616,7,-2,15,0.015,3,2,7.048,800,5,6,0.553,24,0.317,4,3,6436,0.691,12,16,1.0,1,0.839,50000,2,0,2
CAB00105,16,25,9,0,2,-0.059047471556954695,8,3,14,0.725,8,2,8.0,703,12,22,0.0,1,0.599,2,1,6069,1.0,1,28,0.743,1,0.26,29303,1,0,0
CAB00106,15,30,5,0,1,-0.05464668462575633,2,-4,15,0.465,11,1,4.945,800,9,8,0.0,16,0.427,6,0,2826,0.135,1,40,0.936,1,0.991,43571,0,0,1
CAB00107,17,30,13,1,2,-0.051597673152094285,3,9,9,0.041,1,1,5.284,800,12,5,0.0,1,0.0,2,0,6240,1.0,229,31,1.0,0,0.188,9922,4,1,1
CAB00108,14,30,7,1,1,0.016355344492241516,12,3,6,1.0,27,1,6.289,800,9,17,0.38,174,0.0,4,1,7446,1.0,41,26,1.0,0,0.472,43583,0,0,2
CAB00109,7,30,12,1,1,0.011920036533707632,10,-1,17,0.503,6,1,8.0,407,4,22,0.0,150,0.195,0,0,3206,0.083,46,27,1.0,1,0.0,28886,0,0,2
CAB00110,30,25,0,0,1,0.03581260305466083,11,1,18,0.654,0,2,3.026,732,6,25,0.303,1,0.237,4,5,5239,0.356,1,35,1.0,0,0.872,23633,0,1,0
CAB00111,6,30,10,1,2,-0.04331308221235003,8,6,10,0.28,6,0,6.143,581,9,22,0.024,7,0.637,3,0,6765,1.0,1,36,1.0,0,0.929,50000,2,0,2
CAB00112,22,25,3,1,0,-0.05002047161364922,12,2,1,0.257,8,2,4.538,800,1,19,0.0,149,0.159,4,8,1000,0.729,1,24,1.0,1,0.283,29136,0,0,2
CAB00113,21,30,9,1,0,-0.07481604666132638,7,-3,2,0.088,8,1,5.195,800,9,21,0.504,134,0.303,1,0,2121,1.0,133,33,1.0,1,0.187,43394,0,0,2
CAB00114,16,25,8,0,0,-0.03578080741942683,4,4,3,0.103,13,1,8.0,670,9,20,0.81,1,0.0,5,2,5781,0.852,1,33,0.657,1,0.847,43151,0,0,0
CAB00115,13,30,2,1,1,-0.09891352744597864,11,2,11,0.602,7,1,8.0,432,6,6,0.048,342,0.46,5,7,3645,0.394,22,32,0.534,1,0.713,50000,2,0,2
CAB00116,20,25,5,1,1,-0.031778145671268423,9,2,7,0.402,10,1,4.292,800,11,8,0.002,150,0.0,6,9,2834,0.953,1,30,0.793,0,1.0,50000,6,1,1
CAB00117,20,25,3,1,0,-0.05574615608979755,5,1,3,0.403,5,1,7.991,800,10,16,0.0,1,0.0,4,3,6083,0.174,1,13,0.872,1,0.552,36711,0,0,1
CAB00118,16,20,0,1,2,0.0199231404506898,8,6,16,0.432,8,2,6.023,800,5,10,0.35,52,0.0,4,7,8458,0.0,1,10,0.752,0,0.0,21586,5,1,2
CAB00119,16,30,11,1,2,-0.053729121518292663,9,3,1,0.326,9,2,2.356,800,0,19,0.456,1,0.13,3,7,2163,0.84,1,12,1.0,0,0.794,48204,1,0,0
CAB00120,7,30,11,1,1,-0.024055982425167873,11,0,8,0.0,9,1,6.286,800,10,23,0.507,102,0.252,5,6,1274,1.0,214,26,0.558,1,0.534,50000,0,1,0
CAB00121,7,20,12,0,1,0.032026758124206633,7,5,11,0.39,2,1,4.619,621,10,17,0.0,286,0.605,4,6,1748,0.0,207,27,1.0,1,1.0,42454,2,0,0
CAB00122,12,25,8,0,1,0.0485051872974044,5,6,13,0.076,9,2,3.19,800,10,19,0.186,273,0.0,3,6,6362,1.0,205,33,1.0,0,0.03,20397,2,0,0
CAB00123,18,30,11,0,0,-0.033083848475896245,9,1,7,0.0,2,1,8.0,800,5,20,0.0,95,0.0,3,0,1000,0.318,12,33,0.577,0,0.23,22977,2,0,0
CAB00124,21,25,4,1,0,-0.046034811811980804,10,-6,7,0.606,4,2,5.016,737,10,12,0.139,164,0.526,2,9,3174,0.949,76,18,0.639,0,1.0,18546,0,1,0
CAB00125,27,25,0,0,0,-0.023864198444069173,11,-6,8,0.532,23,2,5.008,721,10,25,0.0,1,0.0,5,6,1000,0.811,16,40,0.201,1,0.888,26622,3,0,1
CAB00126,2,30,13,1,2,-0.024846517494606955,11,3,2,0.919,2,1,8.0,800,7,18,0.062,75,0.033,0,7,2184,0.763,189,38,1.0,0,0.567,28012,1,1,2
CAB00127,23,30,5,0,1,-0.061550294300503974,8,-4,10,0.495,4,2,8.0,800,2,9,0.386,1,0.066,4,3,5608,0.548,1,26,1.0,0,0.721,50000,4,1,0
CAB00128,10,25,0,0,2,-0.0035246552624587854,8,-5,20,0.306,6,1,7.889,800,11,17,0.113,1,1.0,5,4,1000,0.38,306,11,0.834,1,1.0,49221,3,0,0
CAB00129,30,25,0,0,0,0.048955574559146287,8,3,0,0.0,4,2,3.747,707,13,13,0.0,247,0.045,5,0,2798,0.178,36,40,0.814,1,0.525,39838,3,1,2
CAB00130,7,20,13,0,1,-0.0476447461744328,12,8,15,1.0,4,1,2.234,654,13,23,0.0,1,0.2,5,0,1000,1.0,1,22,0.791,0,0.98,12237,0,0,2
CAB00131,30,30,0,1,1,-0.04387284979628445,11,-4,3,0.267,23,1,4.753,800,12,22,0.03,80,0.0,6,1,2089,1.0,1,40,0.692,0,0.705,40122,1,1,0
CAB00132,30,30,0,1,1,-0.06311844406914906,9,1,9,0.0,11,1,8.0,800,11,11,0.0,365,0.0,5,1,6103,0.835,58,26,0.655,1,0.521,50000,2,1,1
CAB00133,21,30,9,1,0,-0.033180270959377284,6,-1,4,0.474,15,1,4.499,800,10,19,0.694,189,0.488,2,3,1000,0.439,1,36,0.831,1,0.833,44685,1,0,0
CAB00134,16,30,6,1,0,-0.024984358646020645,12,7,10,0.083,11,2,4.166,540,7,21,0.179,1,0.0,2,4,3363,0.705,1,16,0.556,1,0.799,50000,2,0,1
CAB00135,8,30,7,0,0,-0.04677594415066782,10,7,2,0.14,25,2,4.244,561,11,25,0.0,214,0.099,4,3,1664,1.0,1,24,0.606,0,0.403,21245,0,1,0
CAB00136,18,30,9,1,1,-0.03007870886716607,6,0,1,0.0,6,1,6.827,276,9,12,1.0,135,0.0,3,0,7802,1.0,87,35,0.534,0,0.851,46753,0,1,0
CAB00137,20,25,5,1,0,0.05469501891032555,9,5,11,0.92,4,0,6.255,800,7,18,0.0,1,0.227,4,8,2438,0.762,22,22,0.813,1,0.198,45852,1,1,2
CAB00138,12,25,9,0,1,-0.06586557306434375,5,-5,0,0.471,10,1,2.621,800,2,13,0.198,180,0.105,4,7,2284,1.0,1,14,0.756,0,0.0,38123,1,0,2
CAB00139,16,25,2,1,2,0.020763824632771887,8,5,10,0.647,11,1,2.268,800,5,18,0.0,1,0.612,4,9,5207,0.561,1,18,0.239,0,0.662,50000,0,0,0
CAB00140,19,20,1,1,0,-0.03447142362669151,10,4,16,0.455,-1,2,6.406,312,9,21,0.007,234,0.772,2,4,10000,0.0,151,38,0.684,1,0.654,25810,4,1,2
