CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB00106,28,30,0,1,2,-0.034,3,2,3,0.07,12,0,6.08,744,6,21,0.46,220,0.04,0,5,7596,0.54,83,35,0.69,1,0.43,27440,0,0,0
CAB00107,13,25,4,0,1,-0.045,7,0,9,0.98,7,1,6.73,137,3,11,0.98,17,0.18,3,8,9279,0.59,130,13,0.02,1,0.66,14911,4,1,0
CAB00108,24,30,14,0,2,-0.081,1,2,13,0.94,23,1,4.35,718,2,8,0.01,241,0.92,3,0,4067,0.49,114,12,0.48,1,0.86,41819,1,0,1
CAB00109,25,30,6,0,0,-0.038,2,4,3,0.58,23,0,1.42,753,5,14,0.21,290,0.56,0,8,1050,0.84,239,21,0.6,0,0.82,24962,3,1,2
CAB00110,15,20,10,1,1,-0.013,4,9,0,0.25,18,1,3.52,250,8,23,0.33,279,0.2,0,1,3667,0.49,299,39,0.12,0,0.94,6556,4,0,1
CAB00111,27,30,3,1,1,-0.072,4,5,2,0.96,4,1,5.46,644,7,9,0.25,300,0.28,2,1,8242,1.0,224,13,0.51,1,0.28,38852,0,0,0
CAB00112,4,30,14,0,1,-0.049,8,5,9,0.37,17,0,5.42,277,0,16,0.38,315,0.45,1,1,2256,0.26,75,26,0.83,0,0.34,48680,2,0,0
CAB00113,13,25,5,0,2,-0.068,5,6,0,0.86,12,1,4.15,306,8,6,0.8,144,0.4,0,1,5708,0.64,130,13,0.06,0,0.84,16805,2,1,1
CAB00114,7,30,2,1,0,-0.083,4,4,14,0.79,6,2,5.14,722,3,13,0.11,209,0.97,3,4,8332,0.83,294,13,0.75,1,0.49,22393,1,1,2
CAB00115,4,20,6,1,1,-0.001,6,6,5,0.44,23,2,2.04,112,2,11,0.66,255,0.49,2,5,8496,0.99,52,35,0.61,0,0.52,44587,1,0,1
CAB00116,17,30,14,0,2,-0.079,0,6,8,0.38,7,1,6.63,249,6,5,0.02,287,0.78,3,0,8111,0.14,208,36,0.8,1,0.73,31201,4,1,0
CAB00117,1,30,6,0,0,-0.054,0,5,1,0.75,9,0,7.32,145,3,24,0.84,225,0.91,2,1,2207,0.14,252,10,0.73,1,0.52,42454,2,0,1
CAB00118,18,30,2,0,2,-0.009,8,0,8,0.25,18,0,6.21,721,8,18,0.44,253,0.23,2,3,8954,0.44,70,11,0.62,0,0.53,7746,1,0,0
CAB00119,6,25,8,0,0,-0.018,7,9,12,0.02,18,0,2.83,616,3,13,0.57,260,0.32,0,4,5799,0.3,263,10,0.41,1,0.24,4184,4,0,1
CAB00120,28,20,5,1,1,-0.015,6,2,11,0.26,5,1,4.25,493,0,21,0.28,122,0.0,2,2,6929,0.64,30,19,0.57,0,0.45,33636,0,1,1
CAB00121,22,20,2,0,1,-0.015,1,7,4,0.19,13,2,7.85,120,9,15,0.49,144,0.19,0,8,7876,0.76,103,14,0.31,1,0.67,47919,2,1,2
CAB00122,17,20,14,0,0,-0.006,2,5,10,0.03,18,2,3.0,334,9,9,0.08,85,0.56,4,6,4328,0.68,346,20,0.68,0,0.47,29782,4,1,2
CAB00123,21,30,11,1,2,-0.035,6,3,6,0.31,16,1,3.23,675,9,8,0.1,275,0.77,4,6,1646,0.06,263,35,0.7,0,0.88,34431,4,1,2
CAB00124,3,25,9,1,0,-0.023,2,0,4,0.89,15,0,1.02,313,1,22,0.45,94,0.6,4,9,8457,0.37,114,34,0.94,1,0.24,32519,3,0,1
CAB00125,26,20,14,0,1,-0.095,6,4,5,0.03,12,0,7.79,180,8,15,0.94,97,0.95,0,1,2882,0.66,322,38,0.5,0,0.27,28116,4,1,1
CAB00126,21,30,10,1,0,-0.04,8,5,11,0.4,20,2,5.62,173,6,8,0.02,232,0.07,0,4,6582,0.09,224,26,0.32,0,0.9,47459,1,1,2
CAB00127,21,30,10,0,1,-0.058,4,1,9,0.86,22,1,4.43,340,6,7,0.68,106,0.19,2,8,9650,0.87,276,14,0.5,1,0.49,1470,2,0,2
CAB00128,13,30,13,0,2,-0.015,8,5,8,0.9,22,0,4.49,360,7,22,0.51,204,0.65,2,8,9153,0.13,251,14,0.47,1,0.13,9844,0,1,2
CAB00129,17,25,2,0,2,-0.055,4,0,6,0.99,10,2,6.56,751,2,16,0.8,199,0.63,4,8,2580,0.62,269,16,0.28,1,0.21,49393,2,0,2
CAB00130,23,20,12,0,1,-0.059,4,6,3,0.82,11,2,2.67,450,5,23,0.19,361,0.82,0,6,5794,0.3,292,34,0.82,1,0.48,31011,0,0,0
CAB00131,21,25,6,0,0,-0.057,5,9,11,0.29,7,0,6.59,390,7,9,0.45,18,0.69,1,6,5775,0.02,286,32,0.53,0,0.37,44065,3,0,1
CAB00132,7,25,10,0,2,-0.02,8,4,14,0.23,20,2,4.2,121,7,21,0.88,263,0.56,0,3,6767,0.46,23,35,0.63,0,0.57,44494,0,1,0
CAB00133,22,25,4,0,2,-0.072,4,0,14,0.63,13,1,4.51,489,3,13,0.04,185,0.6,3,1,1995,0.09,83,20,0.35,1,0.09,29894,4,1,2
CAB00134,22,25,1,0,1,-0.08,0,4,9,0.4,19,0,2.28,221,3,12,0.92,105,0.16,0,9,1987,0.64,263,17,0.99,1,0.6,25496,1,1,1
CAB00135,29,30,4,1,1,-0.007,7,5,5,0.03,19,1,3.26,163,2,14,0.26,321,0.53,4,9,1073,0.82,229,14,0.29,0,0.12,32318,0,1,1
CAB00136,16,25,1,0,0,-0.064,0,2,7,0.54,4,2,1.19,370,1,12,1.0,294,0.55,3,6,5607,0.27,2,34,0.42,0,0.11,32759,4,0,2
CAB00137,24,30,3,1,2,-0.094,3,5,14,0.56,22,1,1.77,186,1,8,0.44,195,0.79,0,1,3476,0.53,176,23,0.6,0,0.78,5436,0,0,0
CAB00138,13,20,4,1,2,-0.083,2,4,7,0.97,20,1,1.76,670,1,10,0.21,142,0.43,0,3,9454,0.5,120,18,0.19,1,0.75,31817,3,1,1
CAB00139,15,20,12,0,2,-0.049,9,9,5,0.77,19,2,6.29,325,3,12,0.26,212,0.78,1,8,9020,0.58,270,15,0.35,1,0.44,23081,0,1,0
CAB00140,29,20,5,0,1,-0.084,2,5,12,0.02,11,2,5.23,271,5,6,0.09,100,0.7,0,4,6006,0.17,37,30,0.83,1,0.17,32519,0,1,0
CAB00141,12,20,9,1,2,-0.007,9,3,9,0.1,17,2,5.48,303,6,21,0.74,128,0.55,1,8,3478,0.99,85,16,0.21,1,0.09,8261,0,1,1
CAB00142,19,20,3,1,2,-0.066,6,4,2,0.66,17,2,5.52,239,8,5,0.01,36,0.6,3,4,1006,0.17,141,39,0.09,0,0.47,27339,1,1,2
CAB00143,12,20,12,1,1,-0.006,3,0,8,1.0,19,2,4.55,350,5,14,0.83,332,0.12,2,1,8797,0.13,4,26,0.33,1,0.59,2545,2,0,1
CAB00144,19,25,5,1,0,-0.045,9,7,7,0.26,17,2,1.01,388,4,20,0.97,225,0.14,1,5,9004,0.31,246,31,0.17,1,0.94,36574,1,1,1
CAB00145,4,30,8,0,0,-0.048,6,9,7,0.61,12,1,6.0,271,2,11,0.11,207,0.92,3,6,1179,0.61,310,34,0.61,0,0.48,41667,4,0,1
CAB00146,7,30,14,0,1,-0.045,9,7,6,0.81,18,0,4.33,164,2,13,0.24,165,0.28,2,2,7165,0.43,350,10,0.61,1,0.59,10817,4,1,0
CAB00147,19,30,7,0,1,-0.041,2,4,13,0.44,21,1,4.77,496,2,23,0.71,250,0.74,2,4,9578,0.4,99,20,0.71,1,0.23,39072,2,0,0
CAB00148,17,30,11,1,2,-0.094,0,5,0,0.63,7,1,3.38,291,1,13,0.53,230,0.29,2,2,8231,0.55,57,24,0.63,1,0.24,39317,0,1,1
