CableID,AssetAgeYears,RatedLifespanYears,YearsRemainingWarranty,MaterialType,InstallationType,InsulationResistanceTrend,NumberOfRepairs,LastRepairAgeYears,NumberOfFailuresPast3Years,FailureRatePerYear,AvgRepairDurationHours,FailureRootCauseMajorCategory,AvgVoltageDeviationPercent,PeakLoadKW,OverloadEventCountPast3Years,SwitchingEventsPerYear,FCITriggerRatePerYear,LastFCITriggerRecencyDays,PartialDischargeSeverityScore,PDThresholdBreachesPast1Year,SensitiveCustomerCount,ConnectedLoadKW,InspectionDefectSeverityScore,TimeSinceLastInspectionDays,AvgGroundTemperatureCelsius,SoilCorrosivityIndex,FloodZoneRisk,CriticalityScore,EstimatedDowntimeCostPerFailure,TemperatureAnomaliesPast1Year,VibrationAnomaliesPast1Year,CableHealthScore
CAB00041,2,30,8,0,2,-0.071,2,6,5,0.3,15,1,3.84,231.23,9,10,0.368,17,0.511,0,7,9020,0.16,155,35,0.04,0,0.249,22138,1,0,1
CAB00042,16,30,13,0,1,-0.025,9,9,4,0.96,7,1,3.551,689.448,9,5,0.639,150,0.244,1,5,6256,0.195,177,25,0.482,1,0.204,36490,2,0,0
CAB00043,16,30,14,0,1,-0.073,4,5,4,0.537,9,2,5.59,118.0,3,8,0.189,174,0.227,1,8,3280,0.703,50,27,0.95,1,0.04,10503,3,1,1
CAB00044,19,30,8,1,1,-0.043,4,5,8,0.844,4,2,6.008,707.0,3,5,0.282,28,0.271,2,9,7092,0.376,243,11,0.664,0,0.704,35746,3,0,0
CAB00045,11,28,7,0,1,-0.084,1,9,8,0.403,18,0,5.099,323.896,6,12,0.777,10,0.841,4,4,8450,0.295,114,12,0.88,0,0.619,47735,2,0,1
CAB00046,21,27,10,1,0,-0.044,8,9,14,0.517,6,0,3.87,748.0,5,11,0.38,299,0.315,3,0,4392,0.628,364,13,0.09,1,0.552,21021,2,0,2
CAB00047,13,30,14,0,0,-0.056,2,9,6,0.494,9,1,4.873,525.422,9,5,0.76,17,0.13,0,4,6722,0.527,115,24,0.776,0,0.144,47927,4,1,1
CAB00048,6,23,9,0,0,-0.051,2,5,9,0.167,11,1,5.75,262.496,6,15,0.441,248,0.13,3,6,4539,0.752,62,12,0.04,1,0.655,46899,0,0,0
CAB00049,16,22,10,1,1,-0.048,5,3,10,0.821,6,2,2.752,332.356,1,15,0.04,236,0.99,3,3,6816,0.77,364,11,0.696,0,0.04,7203,1,1,2
CAB00050,10,28,1,0,1,-0.027,9,3,8,0.11,22,0,4.42,309.867,6,8,0.539,327,0.322,3,5,6005,0.94,71,35,0.845,1,0.307,22825,4,0,1
CAB00051,29,20,6,0,2,-0.023,8,9,14,0.538,14,1,5.12,464.53,4,8,0.04,297,0.488,3,4,5223,0.74,133,22,0.339,1,0.254,36667,2,1,1
CAB00052,9,28,12,1,1,-0.062,5,6,12,0.287,9,1,4.64,458.915,9,17,0.34,82,0.435,0,0,2450,0.297,242,28,0.88,0,0.269,23134,1,1,1
CAB00053,15,28,14,0,0,-0.071,4,6,7,0.523,10,0,7.04,300.127,2,17,0.226,245,0.566,0,9,9413,0.182,150,24,0.632,1,0.327,25705,0,0,1
CAB00054,8,24,11,1,2,-0.084,1,3,12,0.641,21,1,4.64,719.562,7,13,0.897,259,0.713,4,7,8450,0.813,228,27,0.813,0,0.323,33617,3,0,1
CAB00055,13,28,8,1,1,-0.025,9,5,7,0.574,21,0,7.74,218.0,5,14,0.469,175,0.268,2,3,9010,0.299,160,29,0.372,0,0.83,33364,1,1,1
CAB00056,8,20,10,1,0,-0.07,5,2,5,1.0,14,1,3.93,161.474,6,20,0.353,82,0.288,2,3,8172,0.279,271,21,0.608,1,0.564,31921,3,1,0
CAB00057,27,28,12,1,0,-0.07,9,6,2,0.533,5,1,3.632,704.247,3,11,0.472,146,0.62,1,9,2824,0.551,202,25,0.354,0,0.473,22138,4,1,1
CAB00058,16,20,7,0,1,-0.07,2,5,11,0.708,5,1,6.513,551.047,2,19,0.593,255,0.477,1,9,6454,0.723,122,35,0.727,1,0.83,27325,1,0,0
CAB00059,18,29,5,1,0,-0.006,6,6,6,0.699,4,1,7.74,468.891,7,17,0.13,125,0.13,4,7,9443,0.16,78,33,0.642,0,0.83,47927,1,0,0
CAB00060,16,21,8,0,2,-0.01,7,0,14,0.21000000000000002,9,0,1.73,591.164,1,21,0.168,9,0.414,0,5,4298,0.77,290,10,0.201,1,0.849,20006,4,1,1
CAB00061,24,23,7,0,0,-0.026,7,7,10,0.736,6,1,4.467,516.24,3,21,0.04,322,0.223,2,1,7191,0.502,115,32,0.449,1,0.982,30930,3,1,1
CAB00062,15,28,13,1,0,-0.047,6,2,7,0.263,12,0,5.808,657.953,9,13,0.64,2,0.205,4,5,8070,0.809,359,23,0.449,0,0.26,6430,0,1,1
CAB00063,4,20,7,0,1,-0.041,2,9,11,0.11,5,2,1.88,707.0,1,5,0.744,327,0.618,3,8,8674,0.666,178,26,0.549,0,0.418,39746,2,0,1
CAB00064,3,21,9,0,0,-0.006,2,9,2,0.3,14,1,2.835,707.0,5,13,0.298,327,0.326,1,7,7528,0.482,287,29,0.464,0,0.594,22138,4,0,1
CAB00065,9,27,3,1,0,-0.063,1,9,0,0.704,7,0,5.199,538.844,7,10,0.847,364,0.338,0,3,8450,0.284,359,36,0.223,0,0.656,16521,0,0,1
CAB00066,7,22,5,0,0,-0.082,2,1,7,0.3,4,1,6.039,640.275,9,10,0.76,225,0.205,0,8,3361,0.465,332,22,0.95,1,0.113,22778,1,1,1
CAB00067,15,25,5,1,2,-0.055,5,3,0,0.17,16,2,7.5,285.236,9,11,0.604,141,0.399,3,2,8450,0.784,309,20,0.329,0,0.725,9981,2,0,1
CAB00068,12,25,14,0,1,-0.071,1,6,4,0.18,16,1,5.483,588.039,5,7,0.469,2,0.746,4,7,5026,0.95,261,22,0.203,0,0.476,26391,1,0,1
CAB00069,21,20,5,0,0,-0.075,1,9,4,0.826,17,2,4.736,175.0,6,12,0.08,168,0.529,3,3,2551,0.95,229,25,0.096,0,0.85,10619,0,0,1
CAB00070,27,26,5,1,1,-0.011,7,4,11,0.281,15,2,5.861,356.208,5,5,0.525,224,0.62,1,7,6822,0.306,51,35,0.197,1,0.079,23246,3,1,1
CAB00071,21,30,4,1,1,-0.058,4,9,8,0.645,22,1,7.74,707.0,7,15,0.317,251,0.453,1,5,2260,0.16,35,31,0.63,0,0.409,31188,3,1,1
CAB00072,19,25,6,1,1,0.0,7,9,11,0.226,13,2,2.688,427.104,0,17,0.695,322,0.844,0,5,9413,0.627,247,31,0.28,1,0.833,21511,1,0,1
CAB00073,18,20,9,1,2,-0.069,3,3,9,0.481,15,2,4.881,364.007,6,6,0.719,190,0.05,4,8,3275,0.95,185,27,0.128,0,0.398,29422,4,1,1
CAB00074,21,27,11,1,1,-0.075,3,4,9,0.853,13,1,7.169,462.386,6,7,0.472,210,0.053,2,5,8450,0.185,209,28,0.793,0,0.475,47735,4,0,1
CAB00075,1,24,12,0,1,-0.012,2,5,8,0.3,20,1,5.081,707.0,9,9,0.374,262,0.141,2,8,9443,0.411,121,17,0.256,1,0.224,24526,1,1,1
CAB00076,8,27,9,0,1,-0.082,2,6,9,0.3,9,1,3.705,661.389,1,13,0.202,262,0.334,0,9,3903,0.201,169,35,0.184,1,0.493,30995,2,0,1
CAB00077,27,21,8,1,2,-0.062,9,9,2,0.245,10,1,4.71,707.0,2,7,0.401,120,0.366,4,7,5352,0.355,35,33,0.543,0,0.185,33987,4,0,1
CAB00078,5,25,9,1,2,-0.045,5,5,0,0.563,19,2,6.196,486.951,7,7,0.663,364,0.158,2,8,5461,0.742,133,29,0.346,0,0.85,26696,2,1,0
CAB00079,22,25,6,0,2,-0.046,8,0,14,1.0,10,1,3.948,118.0,2,20,0.63,66,0.321,1,2,1379,0.677,364,10,0.95,0,0.805,23982,0,1,2
CAB00080,23,20,4,0,1,-0.058,6,9,0,0.566,19,0,4.64,660.492,8,13,0.897,200,0.449,3,8,5289,0.222,359,24,0.07,0,0.818,22743,0,0,1
CAB00081,23,26,6,1,2,-0.086,8,2,13,0.843,19,1,1.73,358.096,0,19,0.815,63,0.638,3,7,5815,0.667,115,22,0.337,0,0.678,36667,0,1,2
CAB00082,16,30,11,0,1,-0.006,9,5,10,0.568,22,2,2.49,707.0,7,12,0.146,191,0.172,4,6,6480,0.605,150,35,0.334,0,0.532,29509,0,0,1
CAB00083,5,21,2,1,1,-0.049,2,7,13,0.653,11,2,5.671,381.319,7,8,0.885,145,0.85,2,1,1381,0.04,79,28,0.579,0,0.84,16373,2,0,1
CAB00084,12,21,0,1,1,-0.078,3,6,5,0.299,13,1,5.942,780.0,5,12,0.777,196,0.759,2,0,1381,0.342,359,20,0.07,0,0.784,43511,3,0,1
CAB00085,24,21,0,0,0,-0.058,4,1,2,0.17,20,1,6.642,780.0,5,9,0.142,111,0.426,3,7,8450,0.372,223,12,0.138,0,0.081,47735,4,0,1
CAB00086,8,27,11,0,1,-0.047,2,5,5,0.3,14,1,4.441,472.57,5,13,0.717,61,0.13,2,3,6661,0.16,331,27,0.489,0,0.83,25918,1,0,0
CAB00087,16,20,12,0,0,0.0,4,0,9,1.0,19,2,3.145,151.215,3,11,0.04,198,0.586,4,3,6025,0.163,320,20,0.09,0,0.99,23618,0,1,1
CAB00088,7,30,1,1,2,-0.006,2,7,8,0.3,14,1,5.36,707.0,4,11,0.74,327,0.38,4,6,8970,0.768,97,18,0.95,0,0.316,43871,3,1,1
CAB00089,18,26,3,0,0,-0.057,4,3,7,0.24,12,2,4.64,535.123,6,10,0.08,172,0.535,0,5,8450,0.04,165,17,0.093,0,0.52,38688,2,0,1
CAB00090,20,21,8,0,0,-0.037,1,7,11,0.913,11,1,3.973,671.835,6,13,0.76,99,0.354,1,9,2041,0.433,185,16,0.333,0,0.479,30661,2,1,1
CAB00091,4,20,4,1,1,-0.038,2,9,5,0.3,9,1,4.99,707.0,9,5,0.63,133,0.379,2,4,9291,0.501,112,21,0.627,0,0.475,40242,0,0,1
CAB00092,1,20,14,1,1,-0.058,2,9,5,0.3,17,1,7.74,572.509,1,6,0.76,96,0.62,1,8,5122,0.62,81,24,0.589,0,0.176,22138,0,0,1
CAB00093,5,24,7,1,2,-0.045,4,9,2,0.565,21,0,6.215,721.559,7,8,0.553,363,0.098,0,4,5886,0.64,271,23,0.88,0,0.448,22885,1,0,0
CAB00094,12,30,8,1,1,-0.039,1,4,4,0.38,19,2,6.478,561.724,3,5,0.76,98,0.511,3,6,5320,0.16,184,31,0.156,1,0.428,22138,2,1,1
CAB00095,14,26,14,0,1,-0.082,4,4,8,0.11,13,1,3.436,525.851,5,12,0.636,157,0.346,3,7,2374,0.16,243,35,0.95,0,0.83,37709,1,0,1
CAB00096,1,30,12,1,1,-0.062,2,6,11,0.3,7,1,3.601,218.0,1,13,0.545,225,0.459,3,5,7331,0.16,308,13,0.301,1,0.297,34189,0,0,0
CAB00097,19,30,0,1,2,-0.081,1,5,11,0.479,21,1,5.903,236.102,6,7,0.394,205,0.538,3,7,4520,0.403,346,36,0.657,0,0.036,31847,1,0,1
CAB00098,21,20,5,0,1,-0.082,8,9,5,0.877,4,2,2.287,393.663,6,16,0.454,155,0.62,4,9,6366,0.201,47,30,0.734,1,0.83,22138,3,1,1
CAB00099,20,20,8,0,2,-0.049,5,8,5,0.898,18,0,6.412,415.429,6,6,0.668,253,0.696,4,3,7899,0.179,205,32,0.693,0,0.548,34273,3,0,1
CAB00100,24,24,8,1,2,-0.076,7,2,4,1.0,8,1,2.212,500.198,5,10,0.713,304,0.99,2,2,1917,0.04,364,10,0.95,1,0.321,17144,0,0,1
CAB00101,27,27,11,1,0,-0.059,1,4,7,0.159,4,1,1.976,508.924,9,8,0.365,327,0.13,0,5,4118,0.16,130,34,0.08,1,0.26,35866,1,0,0
CAB00102,5,27,12,1,0,-0.085,1,3,11,0.617,16,2,5.822,780.0,9,7,0.94,148,0.444,1,0,5363,0.758,205,29,0.119,0,0.524,23749,3,0,1
CAB00103,5,24,6,1,0,-0.054,1,7,9,0.282,6,2,5.339,390.487,9,17,0.321,176,0.71,3,3,8140,0.753,115,34,0.706,0,0.511,14988,2,0,2
CAB00104,22,25,13,0,0,-0.025,7,2,2,0.11,14,1,5.586,375.55,7,9,0.501,218,0.13,2,5,4628,0.869,35,33,0.466,0,0.391,39639,0,0,0
CAB00105,15,22,3,0,0,-0.082,6,9,4,0.26,17,0,4.847,562.186,4,5,0.459,130,0.376,4,8,5168,0.715,202,29,0.806,0,0.146,37745,0,0,0
CAB00106,15,30,7,0,1,-0.032,5,1,2,0.694,9,1,3.731,707.0,9,5,0.13,327,0.419,1,8,2041,0.442,184,34,0.184,1,0.5,30580,1,0,1
CAB00107,5,26,9,0,1,-0.048,2,9,10,0.113,16,1,5.817,707.0,5,14,0.499,327,0.56,1,4,5500,0.204,138,35,0.398,1,0.392,43743,3,0,1
CAB00108,7,28,14,0,2,-0.064,1,8,3,0.11,5,1,4.706,707.0,3,19,0.731,194,0.62,2,9,9443,0.564,234,31,0.134,1,0.491,47927,3,0,0
CAB00109,11,25,8,1,0,-0.063,5,3,8,0.94,11,2,4.672,316.48,6,8,0.809,119,0.051,2,4,4160,0.95,201,36,0.609,0,0.241,42089,2,0,0
CAB00110,4,24,3,1,1,-0.023,2,8,9,0.3,4,1,7.74,566.817,1,12,0.451,283,0.281,1,8,7117,0.535,201,11,0.864,1,0.657,33038,1,1,0
CAB00111,10,28,0,1,1,-0.057,6,7,11,0.94,19,0,7.354,780.0,9,9,0.08,63,0.782,2,2,7546,0.041,260,36,0.593,0,0.389,28327,4,0,1
CAB00112,27,27,13,0,1,-0.006,8,9,8,0.187,22,2,3.879,603.706,8,17,0.625,117,0.62,0,6,2041,0.601,163,32,0.04,0,0.806,33280,1,0,0
CAB00113,14,20,11,1,2,-0.029,4,8,7,0.8009999999999999,15,0,6.837,395.299,3,11,0.555,206,0.289,2,2,2870,0.04,171,10,0.339,0,0.193,10378,1,0,0
CAB00114,27,21,6,0,2,-0.036,1,5,11,0.586,11,1,2.609,566.849,1,11,0.13,207,0.174,3,6,5759,0.253,341,22,0.95,1,0.717,29772,3,1,2
CAB00115,21,20,5,0,1,-0.087,6,2,14,0.605,16,1,7.04,362.8,3,13,0.86,322,0.99,2,5,1379,0.77,45,24,0.106,1,0.305,14748,3,0,1
CAB00116,21,26,6,1,0,-0.087,6,1,11,0.8800000000000001,13,1,1.953,506.963,3,9,0.103,234,0.893,1,6,1379,0.192,198,12,0.165,1,0.397,23375,4,1,1
CAB00117,11,30,1,1,0,-0.007,4,4,2,0.96,11,0,6.36,707.0,1,19,0.446,244,0.332,1,6,7100,0.16,234,21,0.14,1,0.83,27701,3,0,1
CAB00118,19,25,3,1,2,-0.069,6,6,2,0.17,16,2,5.651,780.0,9,14,0.363,15,0.85,3,8,3754,0.494,73,21,0.743,0,0.427,17700,0,0,1
CAB00119,22,24,0,0,1,-0.008,7,6,14,0.355,19,1,3.545,546.102,1,20,0.244,109,0.234,0,5,9413,0.38,35,29,0.09,1,0.99,25719,4,0,2
CAB00120,22,29,12,0,0,-0.042,6,4,5,1.0,18,1,5.508,510.075,6,8,0.643,160,0.645,1,4,5543,0.294,35,19,0.09,1,0.9,36667,1,1,1
CAB00121,27,24,13,0,1,-0.082,1,4,8,0.9,6,2,3.256,218.0,6,10,0.588,327,0.336,1,4,5171,0.489,152,35,0.765,0,0.188,31912,3,0,2
CAB00122,21,20,14,1,0,-0.058,1,3,5,0.22,22,2,3.102,457.236,2,9,0.432,95,0.283,2,9,6153,0.16,187,23,0.95,0,0.83,36129,4,0,1
CAB00123,29,25,6,0,2,-0.087,8,3,11,0.6859999999999999,17,1,5.668,118.0,3,14,0.86,84,0.918,0,9,3609,0.429,157,32,0.908,1,0.159,31956,3,0,1
CAB00124,10,21,10,0,1,-0.038,8,9,4,0.279,13,0,4.292,366.118,4,12,0.393,179,0.325,2,7,4077,0.739,157,20,0.705,0,0.452,43855,0,0,1
CAB00125,12,24,3,0,2,-0.078,1,6,1,0.813,10,2,6.221,375.48,7,8,0.08,45,0.771,0,4,1858,0.799,321,23,0.352,0,0.222,1773,1,0,0
CAB00126,3,30,2,1,2,-0.02,2,3,2,0.3,17,2,6.377,412.575,8,14,0.353,327,0.13,1,6,7929,0.772,269,27,0.466,1,0.07,22138,0,1,1
CAB00127,1,28,10,1,0,-0.079,2,3,9,0.3,13,1,7.299,707.0,9,17,0.13,327,0.525,1,8,2993,0.625,35,17,0.846,0,0.559,23855,0,1,1
CAB00128,11,29,7,0,1,-0.048,5,5,11,0.11,6,2,3.069,531.733,7,12,0.76,48,0.553,2,8,7436,0.224,172,11,0.805,1,0.563,46234,4,0,1
CAB00129,16,22,5,1,0,-0.055,5,3,11,0.717,22,1,3.332,553.519,9,8,0.425,243,0.13,1,7,5207,0.622,341,26,0.25,0,0.07,47927,1,0,1
CAB00130,13,28,13,1,0,-0.044,3,9,3,0.11,18,1,7.74,564.457,1,13,0.278,326,0.553,2,8,9443,0.441,35,29,0.95,1,0.172,30989,2,1,1
CAB00131,6,30,14,0,0,-0.006,2,3,2,0.3,11,2,7.74,614.553,9,5,0.2,200,0.442,4,8,5381,0.16,290,16,0.95,1,0.07,22138,2,0,1
CAB00132,15,23,8,0,1,-0.087,4,0,4,0.21000000000000002,7,2,7.04,457.104,4,24,0.229,9,0.977,0,3,1548,0.273,89,28,0.539,1,0.392,27146,4,1,0
CAB00133,7,30,9,0,1,-0.049,2,9,2,0.3,21,2,5.037,315.628,8,14,0.35,306,0.453,1,7,4629,0.94,208,27,0.755,0,0.274,29886,4,0,1
CAB00134,15,24,7,0,1,-0.019,6,9,11,0.297,19,2,5.655,591.681,9,15,0.489,327,0.519,3,4,2239,0.528,162,19,0.627,0,0.83,27932,2,0,1
CAB00135,11,24,2,0,1,-0.082,9,9,4,0.495,4,1,5.449,336.2,7,13,0.636,222,0.62,3,6,8577,0.16,159,28,0.624,0,0.766,22138,4,1,1
CAB00136,9,26,3,0,2,-0.065,2,8,2,0.11,7,1,4.637,624.481,8,5,0.76,125,0.13,2,6,4619,0.618,35,11,0.344,1,0.795,47927,0,0,0
CAB00137,24,24,6,0,0,-0.087,8,5,10,0.8540000000000001,6,1,2.844,172.747,3,24,0.04,41,0.979,4,4,1379,0.77,364,28,0.211,1,0.99,15964,0,1,2
CAB00138,24,25,11,1,1,-0.045,2,1,8,0.94,5,0,5.38,587.961,7,7,0.497,263,0.85,3,0,5596,0.595,344,27,0.829,0,0.682,31867,2,0,2
CAB00139,17,23,3,0,0,-0.006,1,6,2,0.251,4,1,7.74,707.0,4,18,0.76,291,0.437,2,8,5016,0.359,198,21,0.433,1,0.83,34049,3,0,0
CAB00140,1,25,8,1,1,-0.043,2,8,2,0.3,18,2,7.282,497.167,1,7,0.13,327,0.494,1,4,3606,0.252,158,26,0.95,1,0.268,30545,3,0,1
CAB00141,18,22,8,0,1,-0.038,5,9,4,0.629,14,1,5.938,522.599,1,19,0.76,216,0.132,2,9,4261,0.403,185,35,0.871,1,0.432,37535,4,1,2
CAB00142,13,27,8,0,2,-0.052,2,5,7,0.91,14,1,3.117,309.476,9,14,0.597,156,0.404,2,9,3170,0.858,188,31,0.489,1,0.198,45027,4,0,1
CAB00143,13,28,4,0,0,-0.051,4,4,11,0.21000000000000002,6,1,6.432,387.265,6,24,0.362,156,0.819,4,0,1379,0.178,281,26,0.902,1,0.04,20489,2,1,1
CAB00144,14,24,5,1,1,-0.057,1,5,8,0.757,13,0,5.077,319.748,7,6,0.579,345,0.05,1,4,8450,0.414,172,12,0.443,0,0.85,22296,4,0,1
